,image_id,labels,boxes
742,125,"[1, 8, 5, 7, 7]","[[0.03095703199505806, 0.63671875, 0.0673828125, 0.983593761920929], [0.46415039896965027, 0.5601562261581421, 0.46953123807907104, 0.714062511920929], [0.46391600370407104, 0.6239062547683716, 0.4686523377895355, 0.7263281345367432], [0.4320312440395355, 0.6306250095367432, 0.4363085925579071, 0.7756249904632568], [0.45195311307907104, 0.5724218487739563, 0.45753905177116394, 0.7203124761581421]]"
743,850,"[1, 1, 7, 7, 1, 1]","[[0.011748046614229679, 0.48710936307907104, 0.019062500447034836, 0.5670312643051147], [0.7561718821525574, 0.5234375, 0.7888574004173279, 0.835156261920929], [0.2501171827316284, 0.6538281440734863, 0.26004883646965027, 0.9978125095367432], [0.44416990876197815, 0.5950781106948853, 0.44823241233825684, 0.7399218678474426], [0.4988476634025574, 0.6043750047683716, 0.5119433403015137, 0.7313281297683716], [0.0, 0.5280468463897705, 0.015205077826976776, 0.7801562547683716]]"
744,1381,"[7, 7, 7]","[[0.4956347644329071, 0.5217968821525574, 0.49951171875, 0.6611718535423279], [0.10038086026906967, 0.48781248927116394, 0.10789062827825546, 0.7210937738418579], [0.100341796875, 0.5403125286102295, 0.10607422143220901, 0.7242187261581421]]"
745,481,"[8, 5, 1, 3, 1, 1, 7, 1, 1, 1, 8, 5, 8, 7]","[[0.4684472680091858, 0.5785156488418579, 0.4725292921066284, 0.7064843773841858], [0.46858397126197815, 0.64453125, 0.47230470180511475, 0.7279687523841858], [0.0, 0.5624218583106995, 0.03336913883686066, 1.0], [0.047978516668081284, 0.4630468785762787, 0.06583984196186066, 0.6351562738418579], [0.044648438692092896, 0.616406261920929, 0.07024414092302322, 0.8826562762260437], [0.05971679836511612, 0.6666406393051147, 0.12859374284744263, 1.0], [0.20087890326976776, 0.5472656488418579, 0.2043749988079071, 0.639843761920929], [0.24907226860523224, 0.8422656059265137, 0.3463769555091858, 1.0], [0.38642579317092896, 0.5725781321525574, 0.4595703184604645, 1.0], [0.48752930760383606, 0.6604687571525574, 0.5219824314117432, 1.0], [0.5636816620826721, 0.5551562309265137, 0.5705175995826721, 0.8285156488418579], [0.5605566501617432, 0.6853906512260437, 0.5763964653015137, 0.8260156512260437], [0.5486133098602295, 0.5632030963897705, 0.5556738376617432, 0.7947656512260437], [0.7033398151397705, 0.5707812309265137, 0.7062792778015137, 0.6661718487739563]]"
746,1001,"[3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 8, 8, 1, 1, 1, 1]","[[0.018330078572034836, 0.4154687523841858, 0.027363281697034836, 0.5470312237739563], [0.030898436903953552, 0.39179688692092896, 0.06316406279802322, 0.6327343583106995], [0.026738280430436134, 0.5728124976158142, 0.04667968675494194, 0.7325780987739563], [0.014052734710276127, 0.5326562523841858, 0.02373046800494194, 0.6065624952316284], [0.0, 0.5746874809265137, 0.011259765364229679, 0.731249988079071], [0.9941308498382568, 0.5316406488418579, 1.0, 0.7287499904632568], [0.2591894567012787, 0.925000011920929, 0.3203808665275574, 1.0], [0.95166015625, 0.5295312404632568, 0.9786132574081421, 0.850781261920929], [0.48491209745407104, 0.6677343845367432, 0.524707019329071, 1.0], [0.49650391936302185, 0.5790625214576721, 0.5151464939117432, 0.6838281154632568], [0.4512890577316284, 0.625, 0.4754296839237213, 0.8442187309265137], [0.59423828125, 0.43703123927116394, 0.5982714891433716, 0.504687488079071], [0.5822656154632568, 0.45835936069488525, 0.5867578387260437, 0.5528905987739563], [0.5964159965515137, 0.501953125, 0.6027734279632568, 0.6782812476158142], [0.9790429472923279, 0.4934374988079071, 0.990673840045929, 0.6217968463897705], [0.516845703125, 0.5425781011581421, 0.5265429615974426, 0.6703906059265137], [0.5388379096984863, 0.5173437595367432, 0.592529296875, 0.9827343821525574], [0.4723242223262787, 0.5766406059265137, 0.48511719703674316, 0.6952343583106995]]"
747,303,"[8, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 7, 8, 8, 7, 7]","[[0.013564453460276127, 0.49515625834465027, 0.01992187462747097, 0.6421093940734863], [0.07625000178813934, 0.5200781226158142, 0.08055663853883743, 0.6168749928474426], [0.4761035144329071, 0.7325780987739563, 0.511181652545929, 0.9971874952316284], [0.4886718690395355, 0.68359375, 0.517382800579071, 0.873828113079071], [0.5451269745826721, 0.5517968535423279, 0.5708886981010437, 0.7261718511581421], [0.5815527439117432, 0.6157031059265137, 0.6012402176856995, 0.7243750095367432], [0.607958972454071, 0.6065624952316284, 0.626904308795929, 0.7069531083106995], [0.6325097680091858, 0.6034374833106995, 0.6484277248382568, 0.7054687738418579], [0.04258789122104645, 0.553906261920929, 0.0517578125, 0.6190624833106995], [0.056884765625, 0.5145312547683716, 0.06589844077825546, 0.6004687547683716], [0.11591796576976776, 0.5257812738418579, 0.13801757991313934, 0.659375011920929], [0.023105468600988388, 0.5353124737739563, 0.031611327081918716, 0.6621875166893005], [0.06880859285593033, 0.5123437643051147, 0.074462890625, 0.6396093964576721], [0.30419921875, 0.4881249964237213, 0.3104199171066284, 0.5765625238418579], [0.4244140684604645, 0.5414843559265137, 0.43091797828674316, 0.671875], [0.4910253882408142, 0.5844531059265137, 0.4960058629512787, 0.692578136920929], [0.4969726502895355, 0.5870312452316284, 0.5010839700698853, 0.6890624761581421]]"
748,1525,"[7, 6, 6, 7, 1, 8]","[[0.5154980421066284, 0.48359376192092896, 0.5213867425918579, 0.6429687738418579], [0.47872069478034973, 0.5160937309265137, 0.48710936307907104, 0.6595312356948853], [0.46989259123802185, 0.5139843821525574, 0.4773632884025574, 0.6614062786102295], [0.9739843606948853, 0.45218750834465027, 0.979931652545929, 0.72265625], [0.6724609136581421, 0.5009375214576721, 0.6836133003234863, 0.6064062714576721], [0.6570507884025574, 0.5333593487739563, 0.6614843606948853, 0.6396874785423279]]"
749,266,"[7, 7, 8, 6, 6, 1, 5, 5, 6, 7, 8, 7, 7, 5]","[[0.4192871153354645, 0.6149218678474426, 0.42747071385383606, 0.8843749761581421], [0.4293261766433716, 0.5982031226158142, 0.4363085925579071, 0.789843738079071], [0.20185546576976776, 0.5564062595367432, 0.21054688096046448, 0.8656250238418579], [0.6975488066673279, 0.4554687440395355, 0.7061816453933716, 0.6796093583106995], [0.6908984184265137, 0.4632812440395355, 0.7007031440734863, 0.6949218511581421], [0.6994922161102295, 0.357421875, 0.7134863138198853, 0.5121093988418579], [0.6572363376617432, 0.46867188811302185, 0.670214831829071, 0.7014062404632568], [0.6330273151397705, 0.4259375035762787, 0.6450097560882568, 0.6223437786102295], [0.6754199266433716, 0.4232812523841858, 0.6872754096984863, 0.6396093964576721], [0.622265636920929, 0.4678906202316284, 0.6446288824081421, 1.0], [0.19372069835662842, 0.5565624833106995, 0.20253905653953552, 0.8728125095367432], [0.5100781321525574, 0.571093738079071, 0.5156445503234863, 0.7212499976158142], [0.5196484327316284, 0.5497656464576721, 0.5248437523841858, 0.6780468821525574], [0.1885644495487213, 0.686328113079071, 0.21357421576976776, 0.8884375095367432]]"
750,452,"[1, 8, 5, 7, 7, 1, 3, 1, 7, 1, 1, 1, 8, 5, 8, 7]","[[0.582470715045929, 0.6221093535423279, 0.6160547137260437, 0.8270312547683716], [0.40625, 0.5419531464576721, 0.41972655057907104, 0.961718738079071], [0.40625, 0.721875011920929, 0.42005860805511475, 1.0], [0.5970800518989563, 0.5799999833106995, 0.6068164110183716, 0.9946093559265137], [0.7506152391433716, 0.553515613079071, 0.7546972632408142, 0.6647655963897705], [0.0, 0.5648437738418579, 0.025507813319563866, 1.0], [0.03525390475988388, 0.4839843809604645, 0.048115234822034836, 0.6009374856948853], [0.03486328199505806, 0.604687511920929, 0.059013672173023224, 0.8162500262260437], [0.18308593332767487, 0.5352343916893005, 0.1862500011920929, 0.6165624856948853], [0.04804687574505806, 0.651562511920929, 0.10224609076976776, 1.0], [0.1076953113079071, 0.5603125095367432, 0.25661131739616394, 1.0], [0.5004980564117432, 0.6560156345367432, 0.5432324409484863, 0.9991406202316284], [0.6174902319908142, 0.5292187333106995, 0.6295703053474426, 1.0], [0.611035168170929, 0.7367187738418579, 0.6373144388198853, 0.998828113079071], [0.5837109088897705, 0.563671886920929, 0.5948437452316284, 0.9715625047683716], [0.7462988495826721, 0.5693749785423279, 0.7500390410423279, 0.6773437261581421]]"
751,1281,"[7, 8, 7, 1, 1, 1, 1, 7, 1, 8, 1, 1, 1, 1]","[[0.40065428614616394, 0.6177343726158142, 0.4158691465854645, 0.9891406297683716], [0.5929199457168579, 0.4831250011920929, 0.602246105670929, 0.6780468821525574], [0.5762988328933716, 0.526171863079071, 0.588183581829071, 0.8638281226158142], [0.0, 0.5047656297683716, 0.010332031175494194, 0.7167187333106995], [0.0010058593470603228, 0.5244531035423279, 0.012187499552965164, 0.657421886920929], [0.43701171875, 0.5860156416893005, 0.46202147006988525, 0.852343738079071], [0.7960839867591858, 0.5834375023841858, 0.9293847680091858, 1.0], [0.8580566644668579, 0.380859375, 0.872998058795929, 0.930468738079071], [0.9456640481948853, 0.5186718702316284, 0.9803417921066284, 0.8382812738418579], [0.9778613448143005, 0.48124998807907104, 0.9856640696525574, 0.6403124928474426], [0.990185558795929, 0.46812498569488525, 1.0, 0.705078125], [0.4513183534145355, 0.5064062476158142, 0.46638670563697815, 0.669140636920929], [0.4801660180091858, 0.5561718940734863, 0.49339842796325684, 0.635546863079071], [0.4676757752895355, 0.5645312666893005, 0.47969725728034973, 0.6414843797683716]]"
752,919,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.9674999713897705, 0.4950000047683716, 0.9774121046066284, 0.590624988079071], [0.9056640863418579, 0.5939843654632568, 0.9342578053474426, 0.8773437738418579], [0.75439453125, 0.5249999761581421, 0.9027148485183716, 0.998828113079071], [0.5232031345367432, 0.5764843821525574, 0.549267590045929, 0.8421875238418579], [0.5422461032867432, 0.5447656512260437, 0.5566796660423279, 0.7362499833106995], [0.020029297098517418, 0.53125, 0.032490234822034836, 0.645312488079071], [0.051201172173023224, 0.6639062762260437, 0.10237304866313934, 1.0], [0.4041992127895355, 0.7190625071525574, 0.45313477516174316, 1.0], [0.0018554687267169356, 0.46015626192092896, 0.0048828125, 0.48750001192092896], [0.0, 0.6271874904632568, 0.025390625, 1.0], [0.983203113079071, 0.598437488079071, 1.0, 1.0], [0.005039062350988388, 0.47273436188697815, 0.008818359114229679, 0.5061718821525574], [0.48491209745407104, 0.6677343845367432, 0.524707019329071, 1.0], [0.49650391936302185, 0.5790625214576721, 0.5151464939117432, 0.6838281154632568], [0.008525390177965164, 0.4815624952316284, 0.013408202677965164, 0.53125], [0.5115527510643005, 0.5107031464576721, 0.5197558403015137, 0.6050000190734863], [0.01206054724752903, 0.5009375214576721, 0.01938476599752903, 0.567578136920929]]"
753,687,"[5, 1, 1, 1, 7, 1, 1, 1, 1, 3, 1, 7, 7, 7, 5, 5, 5]","[[0.5444726347923279, 0.6026562452316284, 0.5557031035423279, 0.6995312571525574], [0.024296874180436134, 0.6157031059265137, 0.06718750298023224, 1.0], [0.10181640833616257, 0.6276562213897705, 0.12550781667232513, 0.7866406440734863], [0.14212889969348907, 0.5635937452316284, 0.16282226145267487, 0.7053906321525574], [0.3887402415275574, 0.5782031416893005, 0.39225587248802185, 0.725781261920929], [0.36259764432907104, 0.6983593702316284, 0.4203808605670929, 1.0], [0.45243164896965027, 0.6349999904632568, 0.47633787989616394, 0.9247656464576721], [0.4664257764816284, 0.5824218988418579, 0.4764746129512787, 0.6653906106948853], [0.45430663228034973, 0.571093738079071, 0.46375977993011475, 0.6385937333106995], [0.9909082055091858, 0.4728125035762787, 1.0, 0.640625], [0.9794921875, 0.5521093606948853, 0.9888671636581421, 0.6499999761581421], [0.8769824504852295, 0.5151562690734863, 0.8847070336341858, 0.6586718559265137], [0.872265636920929, 0.5217968821525574, 0.8780566453933716, 0.67578125], [0.865234375, 0.48679688572883606, 0.8725195527076721, 0.7367187738418579], [0.601318359375, 0.5892187356948853, 0.6167382597923279, 0.7772656083106995], [0.5849511623382568, 0.6065624952316284, 0.598388671875, 0.737500011920929], [0.5663378834724426, 0.6001562476158142, 0.5813378691673279, 0.7357812523841858]]"
754,1361,"[8, 7, 1, 1, 1, 1, 1, 7, 7, 1, 1, 7, 7]","[[0.59033203125, 0.40687501430511475, 0.6209961175918579, 0.9982812404632568], [0.5236914157867432, 0.5348437428474426, 0.5301269292831421, 0.7269531488418579], [0.03555664047598839, 0.6264062523841858, 0.0776660144329071, 0.989062488079071], [0.32682618498802185, 0.9267187714576721, 0.39726561307907104, 1.0], [0.41874998807907104, 0.3949218690395355, 0.47490233182907104, 1.0], [0.4705175757408142, 0.557812511920929, 0.4906249940395355, 0.7923437356948853], [0.47996094822883606, 0.561718761920929, 0.49763670563697815, 0.7162500023841858], [0.09078124910593033, 0.525390625, 0.10009765625, 0.8314843773841858], [0.10868164151906967, 0.5389843583106995, 0.12062499672174454, 0.8496875166893005], [0.018876953050494194, 0.49171873927116394, 0.0322265625, 0.7093750238418579], [0.02094726637005806, 0.49476563930511475, 0.04990234225988388, 0.7679687738418579], [0.0639941394329071, 0.5218750238418579, 0.0693359375, 0.7064843773841858], [0.05938476696610451, 0.5197656154632568, 0.06634765863418579, 0.7176562547683716]]"
755,470,"[8, 5, 1, 3, 1, 1, 7, 1, 1, 1, 8, 5, 8, 7]","[[0.47658202052116394, 0.5760156512260437, 0.4800781309604645, 0.6884375214576721], [0.4759277403354645, 0.632031261920929, 0.4795800745487213, 0.6946094036102295], [0.00026367188547737896, 0.561328113079071, 0.03836914151906967, 1.0], [0.05381835997104645, 0.45710936188697815, 0.07342773675918579, 0.6715624928474426], [0.05272461101412773, 0.6295312643051147, 0.08818359673023224, 0.96875], [0.07702148705720901, 0.7120312452316284, 0.17955078184604645, 1.0], [0.20560546219348907, 0.5415624976158142, 0.20910155773162842, 0.6341406106948853], [0.32615235447883606, 0.767578125, 0.41507813334465027, 1.0], [0.4170898497104645, 0.5674999952316284, 0.4692968726158142, 1.0], [0.4855273365974426, 0.6584374904632568, 0.5210254192352295, 1.0], [0.556640625, 0.5583593845367432, 0.5632519721984863, 0.8185155987739563], [0.5533788800239563, 0.6690624952316284, 0.5675879120826721, 0.8089843988418579], [0.5420898199081421, 0.5707031488418579, 0.5481542944908142, 0.7132031321525574], [0.6919921636581421, 0.5759375095367432, 0.6950390338897705, 0.6664062738418579]]"
756,941,"[1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.9758496284484863, 0.47328126430511475, 0.9886133074760437, 0.6267969012260437], [0.9376465082168579, 0.5481250286102295, 0.975292980670929, 0.9182031154632568], [0.923828125, 0.5294530987739563, 0.9494726657867432, 0.766406238079071], [0.12259765714406967, 0.8385156393051147, 0.19823242723941803, 1.0], [0.4495214819908142, 0.6282812356948853, 0.47438475489616394, 0.8509374856948853], [0.4795507788658142, 0.5584375262260437, 0.4881933629512787, 0.6530468463897705], [0.005332031287252903, 0.42085936665534973, 0.010917969048023224, 0.48445311188697815], [0.010302734561264515, 0.41343748569488525, 0.016230469569563866, 0.501953125], [0.0060058594681322575, 0.470703125, 0.010058593936264515, 0.510546863079071], [0.0018749999580904841, 0.4625000059604645, 0.005664062686264515, 0.4884375035762787], [0.0, 0.626171886920929, 0.025126952677965164, 1.0], [0.983203113079071, 0.598437488079071, 1.0, 1.0], [0.009980469010770321, 0.5008593797683716, 0.01752929762005806, 0.5514843463897705], [0.5148339867591858, 0.5407031178474426, 0.524658203125, 0.6484375], [0.48491209745407104, 0.6677343845367432, 0.524707019329071, 1.0], [0.49650391936302185, 0.5790625214576721, 0.5151464939117432, 0.6838281154632568], [0.015878906473517418, 0.5180468559265137, 0.026787109673023224, 0.617968738079071], [0.5294530987739563, 0.5198437571525574, 0.5643847584724426, 0.9510156512260437], [0.0244140625, 0.5491406321525574, 0.041748046875, 0.7210937738418579]]"
757,761,"[7, 1, 1, 1, 1, 1, 7, 8, 5, 1, 3, 1]","[[0.9733593463897705, 0.47484374046325684, 0.9780468940734863, 0.5956249833106995], [0.035371094942092896, 0.5561718940734863, 0.046855468302965164, 0.669140636920929], [0.01723632775247097, 0.5385937690734863, 0.03285156190395355, 0.6975781321525574], [0.20421874523162842, 0.18125000596046448, 0.41162109375, 1.0], [0.4684179723262787, 0.5878124833106995, 0.48511719703674316, 0.8037499785423279], [0.0, 0.5411718487739563, 0.015732422471046448, 0.7913281321525574], [0.05576171725988388, 0.5264843702316284, 0.05923828110098839, 0.625], [0.08906249701976776, 0.539843738079071, 0.09546875208616257, 0.727343738079071], [0.08698242157697678, 0.6171875, 0.09611327946186066, 0.7361719012260437], [0.016181640326976776, 0.508593738079071, 0.02080078050494194, 0.5492187738418579], [0.5279785394668579, 0.24742187559604645, 0.6043164134025574, 0.9957031011581421], [0.505322277545929, 0.5850781202316284, 0.5173437595367432, 0.7499218583106995]]"
758,132,"[1, 8, 5, 7, 7]","[[0.015703124925494194, 0.5782031416893005, 0.029570313170552254, 0.7210937738418579], [0.4487988352775574, 0.5826562643051147, 0.4549902379512787, 0.7289062738418579], [0.4488281309604645, 0.6484375, 0.45469725131988525, 0.7593749761581421], [0.4124804735183716, 0.6356250047683716, 0.4190039038658142, 0.82421875], [0.4440234303474426, 0.5767968893051147, 0.4489160180091858, 0.7476562261581421]]"
759,307,"[8, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 7, 8, 8, 7, 7]","[[0.012382812798023224, 0.49140626192092896, 0.01875000074505806, 0.6383593678474426], [0.07510742545127869, 0.5185937285423279, 0.07916015386581421, 0.6137499809265137], [0.47627928853034973, 0.7310156226158142, 0.511035144329071, 0.9967187643051147], [0.4886718690395355, 0.68359375, 0.517382800579071, 0.873828113079071], [0.5435937643051147, 0.5528125166893005, 0.5696679949760437, 0.7289843559265137], [0.5815136432647705, 0.6155468821525574, 0.6010937690734863, 0.7262499928474426], [0.607958972454071, 0.6057031154632568, 0.6271191239356995, 0.707812488079071], [0.6325097680091858, 0.6034374833106995, 0.6484960913658142, 0.7054687738418579], [0.04471679776906967, 0.5443750023841858, 0.05677734315395355, 0.6303125023841858], [0.056884765625, 0.5145312547683716, 0.06589844077825546, 0.6004687547683716], [0.11591796576976776, 0.5257812738418579, 0.13801757991313934, 0.659375011920929], [0.020097656175494194, 0.5375781059265137, 0.02860351651906967, 0.6644531488418579], [0.06761718541383743, 0.5064843893051147, 0.0732714831829071, 0.6337500214576721], [0.2988964915275574, 0.4946874976158142, 0.3051171898841858, 0.5728124976158142], [0.4186425805091858, 0.5311718583106995, 0.4251464903354645, 0.6521875262260437], [0.4933496117591858, 0.5860937237739563, 0.4983203113079071, 0.6942187547683716], [0.49879881739616394, 0.5870312452316284, 0.5029101371765137, 0.6890624761581421]]"
760,255,"[7, 7, 8, 6, 6, 1, 5, 5, 6, 1, 7, 8, 7, 7, 5]","[[0.4364941418170929, 0.5982812643051147, 0.44306641817092896, 0.8140624761581421], [0.44340819120407104, 0.5914062261581421, 0.4488476514816284, 0.7512500286102295], [0.25477540493011475, 0.5819531083106995, 0.26395508646965027, 0.9025781154632568], [0.6509179472923279, 0.4769531190395355, 0.6582421660423279, 0.6813281178474426], [0.6446093916893005, 0.4893749952316284, 0.6503612995147705, 0.6703125238418579], [0.6707910299301147, 0.3667968809604645, 0.6855566501617432, 0.524218738079071], [0.6146191358566284, 0.4696093797683716, 0.6282714605331421, 0.676953136920929], [0.6002538800239563, 0.45265623927116394, 0.6107812523841858, 0.6163281202316284], [0.6373925805091858, 0.44187501072883606, 0.6452734470367432, 0.62890625], [0.0057226563803851604, 0.5221093893051147, 0.012617187574505806, 0.5830468535423279], [0.5619043111801147, 0.49156248569488525, 0.5780175924301147, 1.0], [0.2479589879512787, 0.5797656178474426, 0.2549804747104645, 0.9157812595367432], [0.5066699385643005, 0.5563281178474426, 0.5116211175918579, 0.6714843511581421], [0.515820324420929, 0.5463281273841858, 0.5212011933326721, 0.6675781011581421], [0.23624999821186066, 0.7055468559265137, 0.26204100251197815, 0.9188281297683716]]"
761,43,"[7, 6, 1, 1, 7, 7, 7]","[[0.34675779938697815, 0.6334375143051147, 0.35451170802116394, 0.878125011920929], [0.19456054270267487, 0.655468761920929, 0.20294922590255737, 0.8525781035423279], [0.11552734673023224, 0.623828113079071, 0.15281249582767487, 0.994140625], [0.22255858778953552, 0.6781250238418579, 0.26630860567092896, 0.9982812404632568], [0.89208984375, 0.5140625238418579, 0.9058593511581421, 0.9312499761581421], [0.46068358421325684, 0.6075780987739563, 0.46681639552116394, 0.7524999976158142], [0.07017578184604645, 0.6456249952316284, 0.07427734136581421, 0.710156261920929]]"
762,533,"[8, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 7, 1]","[[0.23902343213558197, 0.616015613079071, 0.24256835877895355, 0.69140625], [0.35712891817092896, 0.5506250262260437, 0.376220703125, 0.662109375], [0.51611328125, 0.46578124165534973, 0.5299902558326721, 0.5726562738418579], [0.4000195264816284, 0.4735156297683716, 0.42659178376197815, 0.6628124713897705], [0.4117089807987213, 0.5357031226158142, 0.42896485328674316, 0.6335155963897705], [0.46378907561302185, 0.4621874988079071, 0.48291015625, 0.5958593487739563], [0.4356933534145355, 0.5128124952316284, 0.4497363269329071, 0.6073437333106995], [0.49809569120407104, 0.48570311069488525, 0.5116211175918579, 0.5621874928474426], [0.31172850728034973, 0.7004687786102295, 0.3174706995487213, 0.9781249761581421], [0.47197264432907104, 0.7272655963897705, 0.5308300852775574, 1.0], [0.46815431118011475, 0.6228906512260437, 0.4931933581829071, 0.8881250023841858], [0.0, 0.6010156273841858, 0.033427733927965164, 1.0], [0.21757812798023224, 0.619140625, 0.21979492902755737, 0.6831250190734863], [0.9774511456489563, 0.6004687547683716, 1.0, 1.0]]"
763,359,"[7, 8, 8, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 8, 8, 7, 7]","[[0.06702148169279099, 0.4957812428474426, 0.0710742175579071, 0.5908593535423279], [0.9808984398841858, 0.5372655987739563, 0.990429699420929, 0.8990625143051147], [0.972460925579071, 0.4987500011920929, 0.9776269793510437, 0.6459375023841858], [0.9621288776397705, 0.48875001072883606, 0.9671386480331421, 0.6399219036102295], [0.4776367247104645, 0.7242968678474426, 0.5099218487739563, 0.992968738079071], [0.4886718690395355, 0.68359375, 0.517382800579071, 0.873828113079071], [0.5017383098602295, 0.5385156273841858, 0.5275195240974426, 0.7436718940734863], [0.5468652248382568, 0.6171875, 0.5657031536102295, 0.7260156273841858], [0.5940331816673279, 0.6111719012260437, 0.6142968535423279, 0.7214062213897705], [0.6306542754173279, 0.5970312356948853, 0.6475293040275574, 0.7093750238418579], [0.15143555402755737, 0.5375000238418579, 0.169921875, 0.6509374976158142], [0.056884765625, 0.5145312547683716, 0.06589844077825546, 0.6004687547683716], [0.11591796576976776, 0.5257812738418579, 0.13801757991313934, 0.659375011920929], [0.053007811307907104, 0.49195313453674316, 0.057500001043081284, 0.5977343916893005], [0.2554296851158142, 0.5257031321525574, 0.2604296803474426, 0.5941406488418579], [0.3855273425579071, 0.46632811427116394, 0.39152345061302185, 0.5569531321525574], [0.509765625, 0.5926562547683716, 0.5147460699081421, 0.7035156488418579], [0.5166601538658142, 0.5883593559265137, 0.5219433307647705, 0.6970312595367432]]"
764,1048,"[1, 1, 1, 1, 1, 1, 2, 1, 7]","[[0.05185546725988388, 0.6282812356948853, 0.11884765326976776, 1.0], [0.4645019471645355, 0.5535937547683716, 0.4837890565395355, 0.7547656297683716], [0.4816308617591858, 0.5328906178474426, 0.49123045802116394, 0.6302343606948853], [0.49556639790534973, 0.5759375095367432, 0.5180370807647705, 0.7709375023841858], [0.4852929711341858, 0.6826562285423279, 0.5279296636581421, 0.9939062595367432], [0.39063477516174316, 0.5571093559265137, 0.40721678733825684, 0.6582812666893005], [0.010292968712747097, 0.32304686307907104, 0.02880859375, 0.637499988079071], [0.0, 0.5824999809265137, 0.029111327603459358, 0.9970312714576721], [0.502978503704071, 0.49367186427116394, 0.5060839653015137, 0.5757812261581421]]"
765,1121,"[7, 1, 1, 1, 7, 1]","[[0.4373437464237213, 0.5453125238418579, 0.44384765625, 0.7328125238418579], [0.03675781190395355, 0.5419531464576721, 0.06689453125, 0.8062499761581421], [0.4365234375, 0.589062511920929, 0.46806639432907104, 0.8485937714576721], [0.5011327862739563, 0.5126562714576721, 0.5107421875, 0.6060156226158142], [0.9683300852775574, 0.46898436546325684, 0.9726660251617432, 0.5853906273841858], [0.5161230564117432, 0.5272656083106995, 0.5218359231948853, 0.5922656059265137]]"
766,833,"[1, 1, 7, 1, 1, 1, 1]","[[0.023056641221046448, 0.5132812261581421, 0.04316406324505806, 0.746874988079071], [0.5901660323143005, 0.5481250286102295, 0.6207519769668579, 0.7276562452316284], [0.42530274391174316, 0.6236718893051147, 0.43074217438697815, 0.7925781011581421], [0.49921876192092896, 0.6075000166893005, 0.5123046636581421, 0.7426562309265137], [0.0, 0.5280468463897705, 0.015654297545552254, 0.7860937714576721], [0.09778320044279099, 0.5688281059265137, 0.11736328154802322, 0.7067187428474426], [0.015625, 0.5227344036102295, 0.0234375, 0.6078125238418579]]"
767,867,"[1, 7, 7, 7, 1, 1]","[[0.9014648199081421, 0.5065624713897705, 0.9304101467132568, 0.6800000071525574], [0.07820312678813934, 0.5296875238418579, 0.084716796875, 0.7307031154632568], [0.3854003846645355, 0.6010937690734863, 0.3902050852775574, 0.8716406226158142], [0.6453320384025574, 0.5288281440734863, 0.6500195264816284, 0.7389843463897705], [0.498291015625, 0.5978124737739563, 0.5120019316673279, 0.7384374737739563], [0.0, 0.5280468463897705, 0.01474609412252903, 0.774218738079071]]"
768,823,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.24912109971046448, 0.7247655987739563, 0.3684374988079071, 1.0], [0.4994433522224426, 0.6092968583106995, 0.5125097632408142, 0.7492969036102295], [0.0, 0.5280468463897705, 0.01591796800494194, 0.7896093726158142], [0.1412011682987213, 0.5747656226158142, 0.15227538347244263, 0.6928125023841858], [0.13651366531848907, 0.6239062547683716, 0.15782226622104645, 0.7939062714576721], [0.014658203348517418, 0.5189843773841858, 0.022148437798023224, 0.6045312285423279], [0.028261719271540642, 0.5862500071525574, 0.05117187649011612, 0.827343761920929], [0.16162109375, 0.5614843964576721, 0.18125000596046448, 0.8070312738418579], [0.849902331829071, 0.4964843690395355, 0.8749120831489563, 0.660937488079071]]"
769,1576,"[7, 7, 7, 7, 7, 7, 6, 6]","[[0.9524804949760437, 0.5391406416893005, 0.9594531059265137, 0.7328125238418579], [0.596484363079071, 0.6557812690734863, 0.6092870831489563, 1.0], [0.4767773449420929, 0.6248437762260437, 0.4818359315395355, 0.7554687261581421], [0.4820507764816284, 0.6141406297683716, 0.48640623688697815, 0.7538281083106995], [0.6587499976158142, 0.6420312523841858, 0.6657421588897705, 0.8547656536102295], [0.6660546660423279, 0.6773437261581421, 0.6739257574081421, 0.8461718559265137], [0.966796875, 0.6278125047683716, 0.9819140434265137, 0.8746874928474426], [0.9825683832168579, 0.6163281202316284, 0.9946484565734863, 0.9042187333106995]]"
770,866,"[1, 7, 7, 7, 1, 1]","[[0.8969336152076721, 0.5065624713897705, 0.9271289110183716, 0.6895312666893005], [0.08184570074081421, 0.5258593559265137, 0.08874023705720901, 0.737109363079071], [0.39122068881988525, 0.6014843583106995, 0.39591798186302185, 0.8606250286102295], [0.6395508050918579, 0.5284374952316284, 0.6433886885643005, 0.7359374761581421], [0.49833008646965027, 0.5983593463897705, 0.5119922161102295, 0.7374218702316284], [0.0, 0.5280468463897705, 0.014775390736758709, 0.7745312452316284]]"
